KLA-Tencor,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Lot ID:          51_21_A8_FM13T_WNIR_DG_V4_S1,,,,,,,,,,,,,,,,,,
Start Time:      10/18/2018 2:10:27 PM,,,,,,,,,,,,,,,,,,
End Time:        10/18/2018 3:47:41 PM,,,,,,,,,,,,,,,,,,
Tool Recipe ID:  KT_APPS\B16R_51_21\BSL20181017\OriginalPOR\51_21_A8_FM13T_WNIR_DG_V4_S1,,,,,,,,,,,,,,,,,,
Analysis Set:    W1F1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
WaferNum,WaferExeNum,WaferStageID,WaferID,TestNumber,ElementIndexX,ElementIndexY,FieldX,FieldY,FieldXPos,FieldYPos,ScanDirection,TargetX,TargetY,OverlayX,OverlayY,DataType,FlyerFlag,TestLabel
1,1,NA,1,6,0,0,1,3,10.675,84.198,,10.734,0.498,0.3175228,-2.6957259,Raw,None,(REGXY_RET1)
1,1,NA,1,7,0,0,1,3,10.675,84.198,,0.08,14.818,-2.9765248,-8.5857896,Raw,None,(REGXY_RET1)
1,1,NA,1,8,0,0,1,3,10.675,84.198,,10.734,30.056,-0.1698378,-12.232435,Raw,None,(REGXY_RET1)
1,1,NA,1,9,0,0,1,3,10.675,84.198,,21.228,15.736,-0.5437495,-4.5713928,Raw,None,(REGXY_RET1)
1,1,NA,1,10,0,0,1,3,10.675,84.198,,5.17,7.68,-3.4531447,-7.0953223,Raw,None,(REGXY_RET1)
1,1,NA,1,11,0,0,1,3,10.675,84.198,,5.17,22.918,-5.1501801,-8.6810829,Raw,None,(REGXY_RET1)
1,1,NA,1,12,0,0,1,3,10.675,84.198,,15.824,22.918,1.6674984,-8.4884831,Raw,None,(REGXY_RET1)
1,1,NA,1,13,0,0,1,3,10.675,84.198,,15.824,7.68,4.850111,-7.0953223,Raw,None,(REGXY_RET1)
1,1,NA,1,1,0,0,1,4,10.675,114.677,,10.127,15.333,-4.1204126,-4.0607013,Raw,None,(REGXY_RET1)
1,1,NA,1,2,0,0,1,4,10.675,114.677,,0.08,0.536,-5.0333747,0.126834,Raw,None,(REGXY_RET1)
